Name,Description,Primary database model,Secondary database models,DB-Engines Ranking Trend Chart,Website,Technical documentation,Developer,Initial release,Current release,License,License_info,Cloud-based only,DBaaS offerings (sponsored links),Implementation language,Server operating systems,Data scheme,Typing,XML support,Secondary indexes,SQL,APIs and other access methods,Supported programming languages,Server-side scripts,Triggers,Partitioning methods,Replication methods,MapReduce,Consistency concepts,Foreign keys,Transaction concepts,Concurrency,Durability,In-memory capabilities,User concepts
Machbase Neo,TimeSeries DBMS for AIoT and BigData,Time Series DBMS,,"Score,0.04,Rank,#356,Overall,#36,Time Series DBMS",machbase.com,machbase.com/dbms,Machbase,2013.0,"V8.0, August 2023",commercial,free test version available,no,,C,"Linux,macOS,Windows",yes,yes,no,yes,SQL-like query language,"gRPC,HTTP REST,JDBC,MQTT (Message Queue Telemetry Transport),ODBC","C,C#,C++,Go,Java,JavaScript,PHP,Python,R,Scala",no,no,Sharding,selectable replication factor,no,,no,no,yes,no,yes,simple password-based access control
NosDB,"Scalable JSON based,document store,for .NET",Document store,,"Score,0.04,Rank,#356,Overall,#52,Document stores",www.alachisoft.com/nosdb,www.alachisoft.com/resources/docs/#nosdb,Alachisoft,2016.0,,Open Source,Professional and Enterprise Versions available,no,,,,,,,,,,,,,,,,,,,,,,
AntDB,"A scalable, multi-tenant, MPP-architectured,RDBMS,for OLTP and OLAP operations, highly compatible with,Oracle",Relational DBMS,,"Score,0.03,Rank,#358,Overall,#150,Relational DBMS",www.asiainfo.com/en_us/product_aisware_antdb_detail.html,,AsiaInfo Technologies Limited,,,commercial,,no,,,,yes,yes,,yes,SQL2016 compliant,"JDBC,MySQL protocol compliant,ODBC",,,yes,,,,Immediate Consistency,yes,ACID,yes,yes,yes,
WakandaDB,WakandaDB is embedded in a server that provides a REST API and a server-side javascript engine to access data,Object oriented DBMS,,"Score,0.03,Rank,#359,Overall,#17,Object oriented DBMS",wakanda.github.io,wakanda.github.io/doc,Wakanda SAS,2012.0,"2.7.0 (April 29, 2019), April 2019",Open Source,"AGPLv3, extended commercial license available",no,,"C++, JavaScript","Linux,OS X,Windows",yes,yes,no,,no,RESTful HTTP API,JavaScript,yes,yes,none,none,no,Immediate Consistency,,ACID,yes,yes,no,yes
JethroData,SQL Query Engine for Hadoop,Relational DBMS,,"Score,0.03,Rank,#360,Overall,#151,Relational DBMS",jethro.io,,JethroData,2013.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
STSdb,Key-Value Store with special method for indexing,Key-value store,,"Score,0.03,Rank,#360,Overall,#55,Key-value stores",github.com/STSSoft/STSdb4,,STS Soft SC,2011.0,"4.0.8, September 2015",Open Source,"GPLv2, commercial license available",no,,C#,Windows,yes,yes,,no,no,.NET Client API,"C#,Java",no,no,none,none,no,,no,no,yes,yes,,no
Kuzu,"An embeddable property,Graph DBMS,built for query speed and scalability",Graph DBMS,,"Score,0.02,Rank,#362,Overall,#37,Graph DBMS",kuzudb.com,docs.kuzudb.com,,2022.0,"0.10.0, May 2025",Open Source,MIT license,no,,C++,server-less,yes,yes,no,no,no,"CLI Client,Cypher Query Language","C,C#,C++,Go,Java,JavaScript,Python,Rust",no,no,none,none,no,Immediate Consistency,no,ACID,"yes, multi-version concurrency control (MVCC)",yes,yes,no
Heroic,"Time Series DBMS built at Spotify based on Cassandra or,Google Cloud Bigtable,, and,ElasticSearch",Time Series DBMS,,"Score,0.02,Rank,#363,Overall,#37,Time Series DBMS",github.com/spotify/heroic,spotify.github.io/heroic,Spotify,2014.0,,Open Source,Apache 2.0,no,,Java,,schema-free,yes,no,yes,no,"HQL (Heroic Query Language, a JSON-based language),HTTP API",,no,no,Sharding,yes,no,"Eventual Consistency,Immediate Consistency",no,no,yes,yes,no,
Hawkular Metrics,Hawkular metrics is the metric storage of the Red Hat sponsored Hawkular monitoring system. It is based on Cassandra.,Time Series DBMS,,"Score,0.02,Rank,#364,Overall,#38,Time Series DBMS",www.hawkular.org,www.hawkular.org/hawkular-metrics/docs/user-guide,Community supported by Red Hat,2014.0,,Open Source,Apache 2.0,no,,Java,"Linux,OS X,Windows",schema-free,yes,no,no,no,HTTP REST,"Go,Java,Python,Ruby",no,yes,Sharding,selectable replication factor,no,"Eventual Consistency,Immediate Consistency",no,no,yes,yes,no,no
TinkerGraph,"A lightweight, in-memory graph engine that serves as a reference implementation of the TinkerPop3 API",Graph DBMS,,"Score,0.02,Rank,#365,Overall,#38,Graph DBMS",tinkerpop.apache.org/docs/current/reference/#tinkergraph-gremlin,,,2009.0,,Open Source,Apache 2.0,no,,Java,,schema-free,yes,no,no,no,TinkerPop 3,"Groovy,Java",no,no,none,none,no,none,yes,no,no,optional,yes,no
OpenMLDB,An open-source machine learning database that provides a feature platform for training and inference,Time Series DBMS,Relational DBMS,"Score,0.02,Rank,#366,Overall,#39,Time Series DBMS",openmldb.ai,openmldb.ai/­docs/­zh/­main,4 Paradigm Inc.,2020.0,2024-2 February 2024,Open Source,,no,,"C++, Java, Scala",Linux,Fixed schema,yes,no,yes,yes,"JDBC,SQLAlchemy","C++,Go,Java,Python,Scala",no,no,horizontal partitioning,Source-replica replication,,Immediate Consistency,no,no,yes,yes,yes,fine grained access rights according to SQL-standard
Dydra,,RDF store,,"Score,0.02,Rank,#367,Overall,#19,RDF stores",dydra.com/about,,,2010.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
SmallSQL,,Relational DBMS,,"Score,0.02,Rank,#368,Overall,#152,Relational DBMS",www.smallsql.de,,,2005.0,,Open Source,L-GPL,no,,Java,,,,,,,,,,,,,,,,,,,,
SparkleDB,,RDF store,,"Score,0.02,Rank,#369,Overall,#20,RDF stores",sparkledb.com,,,2012.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Acebase,"A fast, low memory, transactional,Document Store,, inspired by,Firebase Realtime Database",Document store,,"Score,0.01,Rank,#370,Overall,#53,Document stores",github.com/appy-one/acebase,,,2018.0,,Open Source,MIT License,no,,,"server-less, requires a JavaScript environment (browser, Node.js)",,,,,,,,,,,,,,,,,,,
Resin Cache,Distributed cache as part of an application server,Key-value store,,"Score,0.01,Rank,#371,Overall,#56,Key-value stores",caucho.com,,,1998.0,"4.0.66, December 2021",Open Source,"GPLv3, extended commercial license available",no,,C and Java,,,,,,,,,,,,,,,,,,,,
Sadas Engine,SADAS Engine is a columnar DBMS specifically designed for high performance in data warehouse environments,Relational DBMS,,"Score,0.01,Rank,#372,Overall,#153,Relational DBMS",www.sadasengine.com,www.sadasengine.com/en/sadas-engine-download-free-trial-and-documentation/#documentation,SADAS s.r.l.,2006.0,8.0,commercial,free trial version available,no,,C++,"AIX,Linux,Windows",yes,yes,no,yes,yes,"JDBC,ODBC,Proprietary protocol",".Net,C,C#,C++,Groovy,Java,PHP,Python",no,no,horizontal partitioning,none,no,Immediate Consistency,yes,,yes,yes,yes,"Access rights for users, groups and roles according to SQL-standard"
SWC-DB,"A high performance, scalable,Wide Column DBMS",Wide column store,Time Series DBMS,"Score,0.01,Rank,#373,Overall,#13,Wide column stores","github.com/kashirin-alex/swc-db,www.swcdb.org",,Alex Kashirin,2020.0,"0.5, April 2021",Open Source,GPL V3,no,,C++,Linux,schema-free,,no,,SQL-like query language,"Proprietary protocol,Thrift",C++,no,no,Sharding,,no,Immediate Consistency,,,yes,yes,no,
gStore,"A native,Graph DBMS,to store and maintain very large RDF datasets.","Graph DBMS,RDF store",,"Score,0.01,Rank,#374,Overall,#39,Graph DBMS,#21,RDF stores",en.gstore.cn,en.gstore.cn/#/enDocs,,2016.0,"1.2, November 2023",Open Source,BSD,no,,C++,Linux,schema-free and OWL/RDFS-schema support,yes,no,,no,"HTTP API,SPARQL 1.1","C++,Java,JavaScript (Node.js),PHP,Python",yes,,,,no,,,yes,yes,yes,no,"Users, roles and permissions, Role-Based Access Control (RBAC) supported"
Eloquera,,Object oriented DBMS,,"Score,0.01,Rank,#375,Overall,#18,Object oriented DBMS",www.nuget.org/packages/EloqueraDB,,,2008.0,6.3.3; January 2014,commercial,free licenses,no,,,,,,,,,,,,,,,,,,,,,,
Faircom EDGE,"FairCom EDGE is an Industry 4.0 solution built to integrate, collect, aggregate and synchronize mission-critical data in edge computing environments","Key-value store,Relational DBMS",,"Score,0.01,Rank,#376,Overall,#57,Key-value stores,#154,Relational DBMS",www.faircom.com/­products/­faircom-edge,docs.faircom.com/­docs/­en/­UUID-23d4f1fd-d213-f6d5-b92e-9b7475baa14e.html,FairCom Corporation,1979.0,"V3, October 2020",commercial,"Restricted, free version available",no,,"ANSI C, C++","Android,Linux,Raspbian,Windows","Flexible Schema (defined schema, partial schema, schema free)","yes, ANSI Standard SQL Types",yes,yes,yes,"ADO.NET,Direct SQL,IoT Microservice layer,JDBC,MQTT (Message Queue Telemetry Transport),ODBC,RESTful HTTP API","C,C#,C++,Java,JavaScript,PHP,Python,VB.Net",yes,yes,File partitioning,yes,no,"Immediate Consistency,Tunable Consistency",yes,ACID,yes,yes,yes,"Fine grained user, group and file access rights managed across SQL (per ANSI standard) and NoSQL."
OushuDB,"A data warehouse powered by,Apache HAWQ,supporting descriptive analysis and advanced machine learning",Relational DBMS,,"Score,0.00,Rank,#377,Overall,#155,Relational DBMS",www.oushu.com/product/oushuDB,www.oushu.com/documentation,Oushu,,"4.0.1, August 2020",commercial,,no,,,Linux,yes,yes,,yes,Full-featured ANSI SQL support,"JDBC,ODBC","C,C++",yes,yes,yes,,Hadoop integration,,,ACID,yes,yes,,"Kerberos, SSL and role based access"
Siaqodb,,Object oriented DBMS,,"Score,0.00,Rank,#378,Overall,#19,Object oriented DBMS",www.siaqodb.com,,,,,commercial,,no,,C#,,,,,,,,,,,,,,,,,,,,
LedisDB,,Key-value store,,"Score,0.00,Rank,#379,Overall,#58,Key-value stores",ledisdb.io,,,2014.0,,Open Source,MIT-License,no,,Go,,,,,,,,,,,,,,,,,,,,
SwayDB,"An embeddable, non-blocking, type-safe,key-value store,for single or multiple disks and in-memory storage",Key-value store,,"Score,0.00,Rank,#380,Overall,#59,Key-value stores",swaydb.simer.au,,Simer Plaha,2018.0,,Open Source,GNU Affero GPL V3.0,no,,Scala,,schema-free,no,no,no,no,,"Java,Kotlin,Scala",no,no,none,none,no,Immediate Consistency,no,Atomic execution of operations,yes,yes,yes,no
ActorDB,"A distributed, consistent,RDBMS",Relational DBMS,,"Score,0.00,Rank,#381,Overall,#156,Relational DBMS",www.actordb.com,www.actordb.com/docs-about.html,,2014.0,,Open Source,Mozilla Public License 2.0,no,,,,,,,,,,,,,,,,Immediate Consistency,,,,,,
BergDB,BergDB is a Java/.NET in-process time-key-value store.,Key-value store,,"Score,0.00,Rank,#381,Overall,#60,Key-value stores",bergdb.com,,,2013.0,,Open Source,Gnu Affero General Public License (AGPL),no,,,,,,,,,,,,,,,,,,,,,,
Cachelot.io,In-memory caching system,Key-value store,,"Score,0.00,Rank,#381,Overall,#60,Key-value stores",cachelot.io,,,2015.0,,Open Source,Simplified BSD License,no,,C++,"FreeBSD,Linux,OS X",schema-free,no,no,no,no,Memcached protocol,".Net,C,C++,ColdFusion,Erlang,Java,Lisp,Lua,OCaml,OCaml,Perl,PHP,Python,Ruby",no,no,none,none,no,none,no,no,yes,no,no,no
CortexDB,,"Document store,Key-value store",,"Score,0.00,Rank,#381,Overall,#54,Document stores,#60,Key-value stores",www.cortex-ag.com,,,2014.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
CovenantSQL,"A decentralized blockchain,relational DBMS,, built with,SQLite",Relational DBMS,,"Score,0.00,Rank,#381,Overall,#156,Relational DBMS",covenantsql.io,developers.covenantsql.io/docs/en/intro,,2018.0,,Open Source,,no,,,,,,,,,,,,,,,,,,,,,,
DaggerDB,Simple olap analytics DBMS built for high performance querying in real time,Relational DBMS,,"Score,0.00,Rank,#381,Overall,#156,Relational DBMS",www.daggerdb.com,,,2014.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
DataFS,All data is stored inside objects which are linked by so-called link attributes. Objects consist of classes which can be extended and de-extended at runtime. Graphs can be defined with a struct.,Object oriented DBMS,Graph DBMS,"Score,0.00,Rank,#381,Overall,#20,Object oriented DBMS",newdatabase.com,dev.mobiland.com/Overview.xsp,Mobiland AG,2018.0,"1.1.263, October 2022",commercial,,no,,,Windows,"Classes, Structs, and Lists are written in proprietary DataTypeDefinitionLanguage (.dtdl) and Objects consisting of those are written in proprietary DataAccessDefinitionLanguage (.dadl)",yes,no,no,no,".NET Client API,Proprietary client DLL,WinRT client",".Net,C,C#,C++,VB.Net",,"no, except callback-events from server when changes happened",Proprietary Sharding system,,no,Immediate Consistency,yes,ACID,yes,yes,no,Windows-Profile
Edge Intelligence,A Big Data Analytics Platform,Relational DBMS,,"Score,0.00,Rank,#381,Overall,#156,Relational DBMS",www.edgeintelligence.com,,Adapdix,2012.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
EdgelessDB,"A,MariaDB,-based, confidential,RDBMS,that runs entirely inside runtime-encrypted Intel SGX enclaves",Relational DBMS,,"Score,0.00,Rank,#381,Overall,#156,Relational DBMS","github.com/edgelesssys/edgelessdb,www.edgeless.systems/products/edgelessdb",docs.edgeless.systems/edgelessdb,Edgeless Systems,2021.0,,Open Source,GPL V2,no,,,,,,,,,,,,,,,,,,,,,,
Galaxybase,"Scalable, ACID-compliant native distributed parallel graph platform",Graph DBMS,,"Score,0.00,Rank,#381,Overall,#40,Graph DBMS",galaxybase.com,,"Chuanglin(Createlink) Technology Co., Ltd 浙江创邻科技有限公司",2017.0,"Nov 20, November 2021",commercial,,no,,C and Java,Linux,Strong typed schema,yes,no,yes,no,"Browser interface,console (shell),Graph API (Gremlin),OpenCypher,Proprietary native API","Go,Java,Python",user defined procedures and functions,,Sharding,,no,Immediate Consistency,yes,ACID,yes,yes,yes,Role-based access control
H2GIS,"Spatial extension of,H2",Spatial DBMS,Relational DBMS,"Score,0.00,Rank,#381,Overall,#7,Spatial DBMS",www.h2gis.org,www.h2gis.org/­docs/­home,CNRS,2013.0,,Open Source,LGPL 3.0,no,,Java,,yes,yes,no,yes,yes,,Java,yes,yes,none,yes,no,Immediate Consistency,yes,ACID,"yes, multi-version concurrency control (MVCC)",yes,yes,yes
Helium,Cost efficient key-value store,Key-value store,,"Score,0.00,Rank,#381,Overall,#60,Key-value stores",www.levyx.com/helium,,Levyx Inc.,2013.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
HGraphDB,HGraphDB is a client layer for using HBase as a graph database by implementing the Tinkerpop 3 interfaces,Graph DBMS,,"Score,0.00,Rank,#381,Overall,#40,Graph DBMS",github.com/rayokota/hgraphdb,,,2016.0,,Open Source,Apache 2.0,no,,,,,,,,,,,,,,,,,,,,,,
HyperLevelDB,"A fork of Google's,LevelDB",Key-value store,,"Score,0.00,Rank,#381,Overall,#60,Key-value stores",github.com/rescrv/HyperLevelDB,,,2010.0,,Open Source,,no,,,,,,,,,,,,,,,,,,,,,,
iBoxDB,Transactional embedded database for desktop and mobile applications.,Document store,,"Score,0.00,Rank,#381,Overall,#54,Document stores",www.iboxdb.com,,,2013.0,,Open Source,,no,,"Java, C#",,,,,,,,,,,,,,,,,,,,
Indica,Enterprise Search Engine,Search engine,,"Score,0.00,Rank,#381,Overall,#24,Search engines",indica.nl,,,2014.0,,commercial,parts of it are open source,no,,,,,,,,,,,,,,,,,,,,,,
InfinityDB,"A Java embedded,Key-Value Store,which extends the Java Map interface",Key-value store,,"Score,0.00,Rank,#381,Overall,#60,Key-value stores",boilerbay.com,boilerbay.com/infinitydb/manual,Boiler Bay Inc.,2002.0,4.0,commercial,,no,,Java,All OS with a Java VM,yes,yes,no,no,no,"Access via java.util.concurrent.ConcurrentNavigableMap Interface,Proprietary API to InfinityDB ItemSpace (,boilerbay.com/docs/ItemSpaceDataStructures.htm,)",Java,no,no,none,none,no,Immediate Consistency,no,ACID,yes,yes,no,no
JaguarDB,"Performant, highly scalable DBMS for AI and IoT applications","Key-value store,Vector DBMS",,"Score,0.00,Rank,#381,Overall,#60,Key-value stores,#20,Vector DBMS",www.jaguardb.com,www.jaguardb.com/support.html,"DataJaguar, Inc.",2015.0,3.3 July 2023,Open Source,GPL V3.0,no,,C++,Linux,yes,yes,no,yes,A subset of ANSI SQL is implemented,"JDBC,ODBC","C,C++,Go,Java,JavaScript (Node.js),PHP,Python,Ruby,Scala",no,no,Sharding,Multi-source replication,no,Eventual Consistency,no,no,yes,yes,no,rights management via user accounts
JasDB,,Document store,,"Score,0.00,Rank,#381,Overall,#54,Document stores",www.oberasoftware.com/jasdb,,,2014.0,,Open Source,,no,,,,,,,,,,,,,,,,,,,,,,
K-DB,"Oracle compatible DBMS for Inspur's own K1 mainframe, available in China",Relational DBMS,,"Score,0.00,Rank,#381,Overall,#156,Relational DBMS",www.inspur.com/­lcjtww/­2528111/­2528114/­2528131/­index.html,,Inspur Group,,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Linter,RDBMS for high security requirements,Relational DBMS,Spatial DBMS,"Score,0.00,Rank,#381,Overall,#156,Relational DBMS",linter.ru,,relex.ru,1990.0,,commercial,,no,,C and C++,"AIX,Android,BSD,HP Open VMS,iOS,Linux,OS X,VxWorks,Windows",yes,yes,no,yes,yes,"ADO.NET,JDBC,LINQ,ODBC,OLE DB,Oracle Call Interface (OCI)","C,C#,C++,Java,Perl,PHP,Python,Qt,Ruby,Tcl",yes,yes,none,Source-replica replication,no,Immediate Consistency,yes,ACID,yes,yes,,fine grained access rights according to SQL-standard
Newts,Time Series DBMS based on Cassandra,Time Series DBMS,,"Score,0.00,Rank,#381,Overall,#40,Time Series DBMS",opennms.github.io/newts,github.com/OpenNMS/newts/wiki,OpenNMS Group,2014.0,,Open Source,Apache 2.0,no,,Java,"Linux,OS X,Windows",schema-free,yes,no,no,no,"HTTP REST,Java API",Java,no,no,Sharding,selectable replication factor,no,"Eventual Consistency,Immediate Consistency",no,no,yes,yes,no,no
NSDb,"Scalable, High-performance,Time Series DBMS,designed for Real-time Analytics on top of Kubernetes",Time Series DBMS,,"Score,0.00,Rank,#381,Overall,#40,Time Series DBMS",nsdb.io,nsdb.io/Architecture,,2017.0,,Open Source,Apache Version 2.0,no,,"Java, Scala","Linux,macOS",,"yes: int, bigint, decimal, string",no,all fields are automatically indexed,SQL-like query language,"gRPC,HTTP REST,WebSocket","Java,Scala",no,,Sharding,,no,Eventual Consistency,no,no,yes,Using Apache Lucene,,
openGemini,"An open source distributed,Time Series DBMS,with high concurrency, high performance, and high scalability",Time Series DBMS,,"Score,0.00,Rank,#381,Overall,#40,Time Series DBMS","www.opengemini.org,github.com/openGemini",docs.opengemini.org/guide,Huawei and openGemini community,2022.0,"1.1, July 2023",Open Source,Apache Version 2.0,no,,Go,"Linux,Windows",schema-free,"Integer, Float, Boolean, String",no,yes,SQL-like query language,HTTP REST,"C,C++,Go,Java,JavaScript (Node.js),Python,Rust",no,no,Sharding,yes,no,,no,no,yes,yes,yes,Administrators and common users accounts
OpenTenBase,"An enterprise-level distributed HTAP open source database based on,PostgreSQL",Relational DBMS,,"Score,0.00,Rank,#381,Overall,#156,Relational DBMS","github.com/OpenTenBase/OpenTenBase,www.opentenbase.org","docs.opentenbase.org,docs.opentenbase.org/en","OpenAtom Foundation, previously Tencent",,"2.5, January 2024",Open Source,BSD-3,no,,,Linux,yes,yes,,yes,yes,,"C,Go,Java,PHP,Python",,yes,Sharding,yes,,Immediate Consistency,yes,ACID,yes,yes,,"Access rights for users, groups and roles according to SQL-standard"
